lmrse_1;lmrse_2;lmrse_3;lmrse_4;x;c1;c2;cluster
1.189050485;-0.157203988;0.294260205;0.085352865;-0.922669333;0;2.099933562;60
-0.18365873;-0.62026544;-0.90937712;1.383575749;0.283712303;0;-1.702412318;61
1.426493256;-3.118213577;1.288795729;0.705386885;-0.061070048;1;0.10812195;62
0.48958697;-0.703119539;-1.370917925;0.96869116;-0.549162483;0;1.789941346;63
-0.004122984;-0.836181385;-0.640198154;0.240320604;-1.099576328;0;-0.971870908;64
0.607829351;-1.365612113;-1.333967495;1.451577171;0.47662546;0;0.041668936;65
0.643681144;0.556922062;-0.822898721;-0.094698997;-0.07941157;1;-0.786808573;66
1.834027074;-0.00639718;-0.539566556;-0.020311287;-1.318118562;1;1.317348054;67
-0.73552317;0.282711422;0.903560097;-0.013773238;1.035756701;1;2.533259836;68
0.14796765;0.189234852;0.921563717;0.558825757;-0.129310131;0;-1.065333806;69
2.102452409;-0.786205068;0.987080265;-1.319448819;0.443682147;1;-0.961439183;70
-0.653105525;-0.862560012;0.436388907;-0.337472772;0.807645051;1;0.378824868;71
0.390039903;-1.052595028;-2.606835765;0.985637237;0.031871663;1;0.84450057;72
-1.521618448;-1.163046456;-0.710646508;1.076407749;0.108906584;1;-1.014230781;73
0.13338559;0.874126009;-0.621973942;-0.697379527;-1.144466497;1;2.032742099;74
-0.725803222;-0.495709242;-0.646439307;-0.024876748;-1.118327083;0;2.410564325;75
0.193948597;-0.788137134;-0.846944408;-1.798685415;0.474659533;0;0.522226934;76
-0.853239409;1.237213548;0.429259921;1.123160929;0.101224544;0;-0.136615015;77
-0.922045421;1.289177811;0.900251095;0.222359405;1.133649219;0;-1.022982008;78
0.781570356;-0.157692383;-0.284571754;0.35449514;-2.716310766;1;-0.09558257;79
0.318128197;1.7671455;-0.757087564;-0.468450004;0.279775799;1;0.242502704;80
0.509846962;2.934368141;0.181957759;-0.95457492;1.219115074;1;0.759248656;81
-1.249692181;-0.24258384;-1.043990118;0.001705501;-0.237109878;0;-0.519323416;82
-0.109273047;0.434817391;-0.650413431;-0.621587364;-0.620527671;1;0.892890388;83
1.560452871;0.486936126;-1.403511437;0.764165999;-1.131677782;0;0.333903132;84
0.843595134;1.153442196;-0.257031009;-3.208674376;0.6287334;0;0.603531438;85
0.803248212;0.842451617;0.205175134;-0.690357615;0.564084848;0;0.833018277;86
0.223204158;0.258396121;2.28565781;-0.406917824;0.381284216;1;-1.181454117;87
-1.050512489;1.58160032;-0.043687664;1.142461211;1.908607432;1;-0.045550983;88
-2.122529906;-0.575672848;1.228312989;0.337667547;0.508804357;1;0.257573356;89
0.345123867;0.890743634;-0.107998472;-0.460997825;-1.081751201;1;2.650052184;90
-1.133871997;-1.453726818;-0.261830019;0.626490579;2.487189791;0;-0.602206645;91
-0.411665378;0.392200824;1.968675973;-0.504442216;0.157638487;1;1.299377965;92
0.247041018;0.738870302;-1.518573028;1.319276257;-0.576836892;0;-0.322609609;93
-0.729283417;1.070559053;-1.339855704;-0.043808463;0.356410441;1;-0.149145299;94
-0.605897361;0.714861121;0.273960409;0.146926955;-0.41152888;1;-0.894458652;95
2.011071984;2.137571555;1.657596048;1.492514561;0.257660097;0;-0.216931107;96
0.021885279;-0.270410486;-1.53063398;-1.203237383;1.347613629;1;1.644331605;97
0.320513729;0.755452525;0.336231446;-0.586278429;0.190238146;1;0.656560724;98
-1.303079994;-1.269770279;-0.009466126;-1.245386899;-0.74921792;0;1.15568332;99
-0.096145717;-1.546598411;0.54711816;0.887709555;0.33190533;0;-0.978749622;100
1.502238662;0.712741619;1.308845347;1.512129837;0.243763535;0;1.803447779;101
0.397662033;-0.200866984;-2.14768052;-0.151772966;2.034202354;0;0.137862108;102
-0.037172259;1.6836739;0.071788389;-0.307031152;-1.601837208;1;-1.602594396;103
0.209604795;0.876981428;0.657130226;-0.403928015;-0.458793055;1;0.449406807;104
-0.438586155;0.827749564;-0.122407473;-1.01313723;1.066973765;0;-0.302753794;105
1.092981599;0.058954443;-1.297838522;0.676587277;-0.760522115;1;1.864229167;106
0.068915139;0.6767998;0.400286359;0.143338524;0.482882638;1;0.293686029;107
-0.750747464;0.186362623;-0.608180374;2.202952346;0.093311452;1;-3.811501394;108
-0.206493984;0.031813475;-0.423279769;-0.081434292;0.738879429;0;0.607416613;109
-0.467152627;1.086262716;-0.365489967;0.78107444;1.252842065;1;-0.183441069;110
0.155753918;1.810852906;1.657975083;-0.412052015;-0.009781931;0;2.318201;111
-1.527951606;-0.244281515;-0.434165547;0.740772463;-0.215988325;1;0.548485909;112
-0.543413279;0.706662551;-1.032906678;0.560989322;0.129048373;1;-0.438720792;113
1.281052236;-0.310105892;-0.581340111;-0.798216688;1.06029249;1;0.091728265;114
2.384344536;-1.823534583;0.962156204;1.466110262;-0.100777758;1;0.549176563;115
1.395484497;1.671682439;-0.543209249;0.259181598;2.150024932;1;-0.122914719;116
0.850073511;-0.625485477;0.891803251;-1.060111306;-0.024175628;1;-0.254977351;117
-0.345706518;0.757477977;0.16337521;-0.515029093;1.629435646;0;0.721624197;118
0.689521623;0.096667516;-0.554551689;-2.073393456;0.712350175;1;-0.205448314;119
0.080860087;0.550928952;-0.154230573;0.794891308;-0.058032949;0;0.521426438;120
0.685346874;-1.147379321;-1.187740657;0.541420314;1.397005549;1;0.890131077;121
-0.348560064;-0.871717488;0.991995719;-0.684018775;0.22024345;1;0.696442442;122
0.119645505;1.728450096;-0.127224631;0.493454313;0.056711344;1;-0.416699124;123
0.999549126;0.659346311;-2.962648321;-0.369585508;0.577001926;0;0.324798147;124
-0.955783844;0.069390613;-0.131691127;-0.983822487;-2.822751212;1;-1.821699418;125
-1.400480271;0.211337504;-0.656857097;0.053528231;0.894695219;0;2.046062152;126
-0.00644104;-0.87749002;-0.455630725;-1.080726463;-0.789120642;1;-1.267552554;127
-1.027815066;0.005831194;-0.006017703;-0.237393975;-1.1361819;0;-1.595922373;128
2.363751285;-0.790199008;-0.001877454;0.003047402;2.105603416;1;-0.681879703;129
1.59065505;-0.066237861;0.201443045;-0.781698685;0.387501148;0;0.445496816;130
0.763280737;0.314999373;0.103839054;-0.949504232;-0.394106449;0;-0.285129043;131
0.24906947;0.868790971;1.111259717;0.057232563;0.915216013;1;-0.23293173;132
-0.422092349;0.754343899;-0.861233381;0.735346578;-0.971075641;1;1.291476529;133
0.026148175;1.60284913;1.068352186;0.486220209;-0.292364698;1;0.117224572;134
0.881111971;-0.534556172;0.441502017;0.279508943;-1.227338531;0;-0.90360069;135
-0.813604644;1.541090682;-0.265570914;2.200698799;1.636188766;1;-0.013252929;136
-0.760974549;-2.528806217;-0.331413268;1.907551059;-1.367649872;1;0.449491623;137
-0.207771226;-1.391354585;0.541329329;-1.347293701;0.225948159;1;-0.075877961;138
0.361296512;0.301533936;0.136720845;-0.666258901;1.041806921;1;0.43569724;139
1.027098111;0.911758346;-0.209278399;-0.703172836;0.388206931;0;-0.993196466;140
1.184285557;0.987547553;1.392936612;-1.550912585;1.090444072;0;-0.133784859;141
0.555462382;0.074780945;0.45437145;-0.531169928;-2.069492053;0;-0.663309041;142
1.07920001;-0.473902416;1.399762441;-0.553850689;1.505271639;0;-0.033839479;143
1.081636576;0.689368234;-0.381892972;0.708456849;1.783101897;1;0.087965195;144
0.980309854;2.216668383;-0.761622672;0.330687206;1.094143014;1;0.483808526;145
-0.019360461;0.01614874;2.234583488;0.427550371;1.592314217;1;0.079445267;146
0.440823717;-0.678056878;-0.272651039;1.121725455;0.405681304;1;-2.571734199;147
1.157615992;1.338255864;1.528906071;-0.682946588;-1.706698946;0;0.371697817;148
2.094185898;-0.979377275;-0.133659818;-1.719382165;0.180907608;1;-1.070734765;149
1.573221545;-0.330733083;0.659593533;0.535333189;-0.878060647;1;-1.279419908;150
2.308148817;0.140837077;0.149774284;2.66417144;-0.322187389;0;-1.921758504;151
0.767333719;-1.586988807;-0.091126813;0.254386484;-0.560434731;1;0.817189617;152
-1.456554645;-2.067044601;1.163158378;0.25770998;-1.188753577;0;-0.375401694;153
-0.076368777;-1.951100791;0.938078396;-0.302635291;-0.053303321;0;-0.321823738;154
-0.836511542;-0.549539052;-1.62255669;0.078819646;-0.464461219;0;-0.424664437;155
0.261463567;0.829321668;0.768467511;0.171466295;-0.180007083;1;-1.815870023;156
0.526592034;1.404724397;-1.595433623;-0.489008829;0.707239822;0;0.151022171;157
-0.550395364;0.204438785;0.146864364;-2.497047224;0.356408543;1;0.621319165;158
-0.00994227;-0.146253679;-0.209858724;-1.243463528;-0.841165623;0;1.506862572;159
-0.791471112;-2.481080008;-0.920056546;0.855406868;0.980562068;0;-0.353266961;160
1.163096831;0.117745187;-1.509369189;-0.23197289;0.808833984;0;0.055180028;161
-1.343921933;0.789948252;1.163577706;-0.415162776;-0.118349509;0;-0.614844909;162
-0.011844094;-1.126042337;-0.489467174;-1.742204686;0.713825869;0;2.365824858;163
0.283105598;0.657669039;0.204668695;1.107397301;1.492781431;0;0.12488433;164
0.610030235;0.735055392;1.062592601;-1.832710788;0.025126678;1;0.684240702;165
-0.439136045;0.873158115;-1.127135995;-0.188792439;1.684877644;0;0.926781591;166
0.697697792;-0.62502814;2.389683265;1.325138693;1.607086383;0;-0.12088944;167
-0.813419508;1.573911735;0.108463574;0.085821323;-0.253616083;1;-0.165663291;168
-1.826620229;-0.560581626;-1.551350837;-0.551916046;0.921562703;1;1.669662989;169
-1.831770287;1.105295082;0.565756886;1.761246847;-0.128333474;0;-0.076359972;170
0.127146588;1.262785898;0.862580072;-1.399770902;0.698685951;1;-0.656932332;171
-0.602220038;1.558885522;-0.407517978;-1.053845177;1.081805261;1;-0.287776775;172
-1.010110145;-1.21763865;0.315614926;0.044679401;-1.981483944;0;0.553949168;173
-0.068677828;-0.602059132;0.574379866;0.504834008;0.752389199;0;-0.314878995;174
1.439820823;0.328213053;0.157751425;0.493496481;-0.118422758;1;0.217636278;175
1.094592212;2.068573014;-0.680193499;0.438129243;-0.356847952;0;0.013047885;176
-0.052359194;-0.123733039;-0.271863472;1.720583485;-0.796197254;1;-0.30956406;177
1.575247133;1.736065026;1.736619407;-0.70775653;-0.555481643;1;0.013878628;178
0.536619934;-0.837114046;0.992990361;0.553463974;-0.576018886;0;0.314385411;179
-0.152809541;0.232128898;-0.915994575;0.442378826;-0.362569989;1;0.711532055;180
-1.742163255;0.484581047;-1.509199159;-0.192773379;-0.144102742;1;-0.652042764;181
1.525941022;1.854474436;0.80546146;-1.117510518;2.565215299;1;-0.502286075;182
-1.277381349;-2.819455692;0.726620485;1.117524125;1.827237136;1;0.114849663;183
-0.496764081;0.338571109;0.863250374;-0.461663669;2.164332886;0;-1.017154218;184
-0.982504886;-0.663343413;-0.572173047;0.630332443;0.2031452;0;-0.231609672;185
0.325757865;0.925515198;-0.637035721;0.37856819;0.505418914;0;-1.305576861;186
0.753180669;2.407316852;-0.390106402;0.335451787;-0.88403612;0;0.169658471;187
0.552324174;0.333093326;0.151432976;1.876671322;-0.764280738;0;0.68576068;188
1.104963484;1.132370832;0.518745475;0.519791957;0.754004549;0;0.26422938;189
1.607942155;0.116678079;1.04481993;-0.0566532;-0.711863571;0;0.19067796;190
-0.156341929;-0.581883548;1.411670824;1.036367686;0.375053874;1;1.445069719;191
0.00942571;-0.134845623;-0.7595984;0.982943912;0.442340458;0;-1.140831478;192
0.117427278;1.00510119;-0.835936617;-1.990856519;0.995401087;1;-0.955147165;193
-1.320157125;-1.035558844;0.458060329;-1.003867101;0.538933222;0;-0.415152565;194
-0.344215857;0.236536103;1.864855011;-1.404531965;-1.013733898;0;-1.06555213;195
1.558039435;-0.421420554;0.232631177;-1.413192323;1.801973589;1;-0.562316507;196
-1.479795857;0.27344518;-0.057727578;0.477261509;-0.790338603;0;-0.749336797;197
0.413269958;2.269302951;-0.697648665;0.695895707;1.860821891;1;-0.725474102;198
0.087410025;-0.772449736;0.030926612;-0.041273106;-1.085278373;0;-0.073275712;199
-1.194767309;1.720917246;-0.220761915;1.533095412;0.928772534;1;-1.506776205;200
0.864526527;1.637316796;0.846567088;0.68026768;-1.372207899;1;0.51410011;201
-0.793051877;-1.58624385;1.048048663;0.270491379;-1.004624466;1;0.954193839;202
-1.625231979;1.31633484;-0.245177751;0.312048131;1.301186253;0;-0.28416186;203
-1.027626617;0.386220661;-0.360398812;0.664799048;0.779898313;1;-0.115976759;204
-1.551319487;-0.686633852;-0.140078497;-0.169100673;-1.064491052;1;1.448801668;205
0.559841632;1.240773451;-2.142589543;0.356492721;-1.126043688;1;-0.078682801;206
-0.348662642;0.361161321;0.890360046;-1.167442635;1.513015695;1;-1.328502555;207
-0.525057694;-1.289091482;0.394456354;-0.67115931;0.588724485;1;0.052962835;208
-0.503646868;-0.19461079;0.581442562;-2.11744628;0.330251968;0;1.187075676;209
0.246268849;0.812275855;0.447800286;0.544697767;0.675689614;0;0.636852849;210
1.237670417;1.518200141;-1.337420429;0.611230052;-1.285793171;1;0.053092424;211
-0.756688788;1.072795204;-0.176516336;-0.434735151;0.0135967;1;0.860869572;212
1.626470589;-2.560304018;-1.123960858;0.996970372;0.294668661;0;-0.110497208;213
-1.809417037;0.408564576;-0.071787885;-0.860017119;-0.464915561;0;0.558870208;214
-0.436578245;-0.982721052;-0.626882046;1.3271919;0.413159922;0;-1.197891567;215
1.0940491;-0.86712682;-0.015321394;-0.226361583;-1.853560061;0;0.232812344;216
-0.397837624;0.863580588;-2.153087959;0.28298098;-0.436127671;0;0.122732087;217
-1.404412519;-2.477881839;-0.225365029;-0.311313283;0.532216183;0;0.610353193;218
-0.419106084;0.119999996;-1.113902004;-0.324525945;-0.666462957;1;-0.077264484;219
0.442085342;-0.084629888;0.968282498;-0.991287441;1.140678361;0;0.809574384;220
1.783704496;1.968484001;0.474846115;-0.707675616;-0.201759624;0;0.998170397;221
0.370825903;-0.637779344;1.463973572;0.318463487;-0.720568256;1;-0.734536662;222
2.239392844;-0.242897908;-0.058826209;-0.805274177;0.766455577;1;0.217507159;223
-0.287506193;2.253639176;0.191618718;-1.084618628;-0.116383607;1;0.127454766;224
1.309898962;-1.94746375;-0.109745258;-0.771602663;-0.243637223;1;0.149886923;225
0.71654439;1.889464697;0.434693417;0.706163267;0.544625739;0;-1.571269647;226
-1.281539322;-1.356604464;0.732037949;-0.003225888;-0.618440127;1;-1.008707659;227
0.791475746;1.021502942;0.041874061;0.027314194;0.880434131;0;-1.081446986;228
0.139630911;0.411188345;-1.508426091;-1.431637728;-0.089873185;0;-0.00328654;229
-0.59035767;-0.328713322;-0.340853934;0.196510562;-0.962056465;1;-0.170223746;230
-0.34237763;0.204313144;-0.185808853;0.129815396;1.224161624;0;-2.095614853;231
-0.817895121;0.781200697;0.096512643;-0.784835211;-1.332128525;1;-1.641652589;232
0.624012673;-1.398271452;-0.542878909;1.490829587;-0.856790448;1;-0.469825716;233
0.52984839;-2.065842382;-0.63321464;1.403836069;0.103281495;1;-1.408206518;234
-0.873953616;-0.275041217;0.621773342;0.633928473;-0.824315142;0;-0.622803778;235
-1.070525825;-0.497064669;-0.444306464;-0.530656727;1.289191009;0;-3.061169943;236
-0.489782342;-1.292584861;-0.945836728;-0.414312446;-1.606791269;0;-0.449114129;237
2.008270329;-0.663470577;1.140519357;0.389128987;-0.207450848;1;0.874930375;238
1.819910108;0.259193742;-0.770137595;0.840247297;-1.331158939;1;1.689388986;239
1.062796076;0.830784006;-0.070582338;-1.946822597;0.923043441;1;-0.823658685;240
-0.624519227;-0.683117652;-0.037775273;0.878661442;0.157416442;1;-0.177251887;241
-0.289862953;1.131086059;0.187863865;0.949408284;-0.068609036;1;0.414292096;242
1.020459303;-0.185549921;0.486306645;-0.397495987;0.243380726;1;1.277887407;243
-0.249788767;-0.781626488;0.739428124;-2.616757064;-0.124688901;0;0.276936919;244
1.209710716;0.262357696;-0.523492896;0.184279378;-0.568015018;0;-0.049524838;245
-0.48326541;0.967124283;-0.168378969;0.572754306;0.168801872;0;0.353116002;246
-0.73336405;-1.225648751;0.202773618;0.750634308;0.170694101;0;1.309353219;247
-1.892765392;-0.481858805;-0.07217843;0.2256506;-0.867387461;0;-1.718998072;248
0.142670292;0.467675633;0.686408833;2.873883882;0.566421521;1;0.53590616;249
0.451471711;0.337224192;0.346494904;0.411586993;-0.406452203;1;0.433759673;250
-0.547975589;-0.146547263;-1.091395633;-1.439293626;0.523438985;1;-2.681194101;251
-0.578148878;-0.009712735;-0.77930911;1.650832204;-0.239691748;0;1.392818288;252
-0.946861663;0.851675601;-0.541385578;-0.687364293;-0.242877105;1;-0.122083061;253
-0.803598699;1.387464728;0.143902153;0.294845678;0.088877149;0;0.890400778;254
-0.861393825;-0.541060837;1.214999984;0.532345256;0.282036311;1;0.686702527;255
0.331831809;0.589574979;0.085328935;0.032609265;1.344456121;1;2.052582197;256
-0.356353138;-0.815787164;-0.536390087;0.450068974;-0.943067606;0;-0.392691341;257
-0.910629436;0.319309965;-0.925246719;0.611948414;-2.164273037;0;-0.043474733;258
0.640560778;0.175807247;2.221024354;-0.660421686;-1.261966998;1;-1.166250526;259
-2.01455503;0.3131309;0.424509783;0.145754432;0.955854324;1;0.223890234;260
2.235156935;0.308780642;0.335906251;1.622997073;-0.169395695;0;1.854957513;261
-0.537825096;0.482933178;-0.506150101;0.551537015;0.09723957;1;1.02099956;262
1.150658567;1.718187251;-0.444370345;-0.22904255;0.760662941;1;-1.891638167;263
0.479268508;0.421063118;1.792340175;0.991435478;0.008262244;0;-1.188155815;264
-1.17465689;0.063307976;-1.601893911;1.392223136;-1.537285048;0;-2.446267513;265
-0.476486455;0.061217386;-0.648164572;-0.106692331;0.118687612;1;-2.287521361;266
-0.5798339;0.222276457;0.601432264;0.70949149;0.233706375;0;-0.772696419;267
-0.979670945;-1.055169962;-0.668809281;-2.598985013;-0.536250619;1;-1.151638931;268
0.19847801;-1.288817493;-0.888574607;-1.31904454;0.471985756;0;0.933135451;269
1.414964598;-0.595926606;-1.570455866;0.622840183;-0.418653108;0;0.192531256;270
0.460079853;-0.156201487;0.487423883;0.211155953;1.415937229;1;0.567964934;271
-1.601666165;1.772866439;1.760746345;-1.015944575;0.918797829;1;-0.216914462;272
-0.103267411;0.085874871;0.823127951;-0.799113489;0.029931576;1;0.726111365;273
-1.28531586;-0.096890666;1.64593457;0.251604087;0.34725591;0;-0.017861693;274
0.257535835;0.658305561;1.822605718;1.722260308;-0.136343591;1;-0.669066426;275
0.429035261;0.268161197;-0.911518882;0.450551888;-0.63843577;0;-0.122750307;276
1.253004696;-0.744111578;-0.213928713;-1.944325319;-0.188866354;0;0.130582061;277
1.57920676;-0.094532688;-1.055793664;-0.65045555;-0.59704527;1;-1.822609169;278
-0.583297142;-0.805718809;0.661884207;-0.221126467;-1.715213324;1;-0.35065402;279
-1.204521197;0.739331325;0.860221465;0.495508902;1.350557435;0;-0.396385661;280
-1.043108429;0.696516356;0.862344615;-0.908374945;0.532911494;1;-0.348058714;281
1.860680528;0.585906637;1.898126971;-0.108911309;-0.014166496;0;-0.540116862;282
-0.560052423;-0.024760892;-0.837683472;-0.270743167;-0.913882431;0;0.069361481;283
0.232058984;-0.886043174;0.322323186;1.824610644;0.514112108;1;-0.857672592;284
0.148264328;0.075517355;-0.34392149;0.950120273;0.539913003;1;-0.453897284;285
1.107006535;-3.406452835;-0.533324081;-1.190922693;0.04163688;0;0.010105227;286
-0.414696242;0.030093874;-1.197092675;0.206724668;0.185695207;1;-0.435897682;287
0.209960361;-0.164294679;0.431314687;0.401839074;-0.350178171;1;-0.590965339;288
-0.935107884;-1.425375015;0.58703558;0.967967401;-1.359265235;0;-0.172478241;289
1.644517475;0.575144658;1.355784863;-1.275752625;-0.520921552;1;2.194209286;290
-0.708487041;-1.904218393;-1.115053673;0.109299024;0.405213311;0;0.642374328;291
-1.121722972;1.617555525;0.161398243;-0.449525792;-0.45393948;1;-1.205199899;292
0.354256626;-2.54247626;-0.029000502;0.862802294;-1.421406229;0;-1.234607252;293
-0.232534844;1.18399586;-1.541410751;0.249796016;-1.298555437;1;0.923786435;294
0.179561827;0.281593101;-0.153982278;-0.272751131;-0.768084214;0;-0.470712289;295
0.868756829;-1.515532915;0.235939168;0.263189364;-2.556830931;1;-0.329826606;296
0.204906638;0.622532457;-1.353713695;-0.052347205;-0.712220691;1;-1.486122718;297
0.988471109;-0.644092896;0.269022173;0.241714293;0.50259646;0;-0.31695677;298
0.790963343;-0.222151169;0.841324551;-1.066538723;0.565057497;1;0.739046009;299
1.252293912;-0.956556426;0.396145653;-0.757727661;0.784303289;0;-1.17025341;300
0.154650606;1.350905275;-0.90992923;0.32239892;-0.347615318;0;0.082086;301
1.006149361;0.863268841;-0.357402612;0.385271814;0.646791867;1;-2.045360345;302
-1.610904098;-0.164781467;0.784864974;-0.125680604;1.316477761;1;1.641737434;303
-0.181581808;1.318988053;-0.586366252;1.743084484;-0.909256296;1;0.185599669;304
-0.776454709;0.367903902;1.249925162;1.567102711;-1.663604839;1;-0.858219766;305
-0.739696268;-0.281686368;-0.208141902;-1.394726883;0.260352912;0;-1.723257363;306
0.507179703;-0.393431251;-0.586068547;0.114483572;0.747263937;1;1.222287383;307
1.543127255;-1.168942713;1.473085094;-0.230429334;0.450984274;1;-0.313796714;308
-1.058157514;1.82886011;-0.393153437;-1.143691368;-0.80819208;0;0.208240233;309
0.550995092;-0.744122325;-0.018002674;1.022481132;0.841645341;1;0.466067731;310
0.392242411;0.723887743;-0.750664666;-0.399666805;-1.353295816;0;-0.678494588;311
-1.364875915;-0.279374653;1.351769048;0.766697164;0.295587943;1;-0.258774463;312
0.169383639;1.113287447;-0.681859412;-0.943407258;0.821700818;0;-0.83331852;313
-0.998432204;-0.387527095;1.806163796;0.917325089;-0.998062699;1;0.444006157;314
-2.647970324;0.397984586;-1.189709122;0.702247403;0.082702148;1;0.156925534;315
-0.847879907;-1.013457311;-2.683935126;0.671237231;-0.502757258;1;-0.265372084;316
-2.620988625;0.829710864;-0.248317912;-0.811449861;-0.909829161;1;0.874540784;317
0.143276093;0.872140592;0.236429344;0.497173666;0.707115588;0;2.124022966;318
0.613703858;0.196576237;0.855031239;1.203964004;0.109353792;0;0.205855626;319
-1.067972324;1.24795307;-0.603416387;-0.027629336;-0.164039696;1;-0.838469318;320
1.623873436;-0.244255815;0.739034415;-0.381985304;0.152400503;1;0.929210893;321
2.09613977;-0.992647654;-0.676255064;-0.696840922;-0.030822569;0;-1.744956564;322
0.378192951;1.213048595;0.402094386;-0.626373546;-0.513640546;0;-0.128703908;323
-0.715638595;0.063777025;1.377419925;2.7272906;-1.298544665;1;-0.962555993;324
